asset_id,application_name,business_process,business_owner,network_zone,open_ports,firewall_status,vpn_required,asset_type,data_type,pii_present,data_sensitivity,encryption_status,regulatory_impact
AST-0201,App-0201,Online Sales,Platform Eng Lead,Internal,"25,8443",Restricted,Yes,Network Device,Operational Data,No,Medium,Not Encrypted,Low
AST-0202,App-0202,Software Delivery,DevOps Lead,Internal,5000,None,No,Network Device,Public Data,No,Low,Not Encrypted,None
AST-0203,App-0203,Partner Management,Platform Eng Lead,Internal,"445,8080",Restricted,Yes,Workstation,Health Data,Yes,Medium,Not Encrypted,None
AST-0204,App-0204,Core Banking,Payments Eng Lead,Internet,"445,5900,9090",Allowed,Yes,Network Device,Customer Data,Yes,Low,Encrypted,High
AST-0205,App-0205,Software Delivery,R&D Lead,Internal,"25,5000,5432,5900",Restricted,Yes,Network Device,Operational Data,No,Low,Unknown,Medium
AST-0206,App-0206,Payments,Network Ops Lead,DMZ,"25,6379",Allowed,No,Server,Financial Data,Yes,Medium,Encrypted,None
AST-0207,App-0207,Core Banking,Internal Apps Lead,DMZ,389,Allowed,No,Workstation,Partner Data,Yes,High,Unknown,Medium
AST-0208,App-0208,Online Sales,R&D Lead,Internet,"22,1433,9090",Restricted,Yes,Network Device,Employee Access Data,Yes,High,Encrypted,High
AST-0209,App-0209,Corporate Email,DevOps Lead,Internal,1433,Restricted,No,Network Device,Public Data,No,High,Not Encrypted,High
AST-0210,App-0210,R&D,IT Operations Lead,DMZ,"1433,9090",Restricted,Yes,Server,Payment Data,Yes,Medium,Not Encrypted,Medium
AST-0211,App-0211,Customer API Services,Network Security Lead,DMZ,"25,9000",Allowed,Yes,Server,Customer Data,Yes,Medium,Encrypted,Low
AST-0212,App-0212,Patient Records,Data Platform Lead,Internet,"3306,6379",Allowed,No,Server,Operational Data,No,Medium,Encrypted,High
AST-0213,App-0213,R&D,Payments Eng Lead,Internal,"389,5000",None,Yes,Network Device,Financial Data,Yes,High,Unknown,Low
AST-0214,App-0214,Identity Management,Mobility Team Lead,VPN,"80,443",Restricted,Yes,Server,Employee Access Data,Yes,High,Not Encrypted,Low
AST-0215,App-0215,Customer API Services,Platform Eng Lead,DMZ,443,Allowed,Yes,Workstation,Public Data,No,Low,Not Encrypted,High
AST-0216,App-0216,Customer API Services,DBA Team Lead,Internal,1521,Restricted,Yes,Network Device,Employee Data,Yes,High,Encrypted,High
AST-0217,App-0217,Field Operations,Mobility Team Lead,DMZ,443,Restricted,Yes,Wireless,Employee Access Data,No,Medium,Not Encrypted,Low
AST-0218,App-0218,Operations Support,R&D Lead,DMZ,"80,445,1521,8080",Allowed,No,Server,Payment Data,Yes,Medium,Encrypted,Low
AST-0219,App-0219,Partner Management,Network Ops Lead,DMZ,443,Allowed,No,Workstation,Internal Data,No,Medium,Unknown,Medium
AST-0220,App-0220,Corporate Email,Internal Apps Lead,Internal,445,Restricted,Yes,Mobile,Customer Data,Yes,Medium,Encrypted,Low
AST-0221,App-0221,Business Intelligence,Network Security Lead,Internet,"25,5900,8080",Allowed,No,Network Device,Internal Data,No,Low,Unknown,Low
AST-0222,App-0222,Partner File Exchange,Platform Eng Lead,DMZ,"443,1521,5900,9090",Allowed,Yes,Mobile,Employee Data,Yes,Medium,Unknown,Low
AST-0223,App-0223,Email Security,Identity Team Lead,Internet,443,Restricted,Yes,Workstation,Operational Data,No,High,Not Encrypted,High
AST-0224,App-0224,Software Delivery,Payments Eng Lead,Internal,"25,3389,9090",Restricted,No,Workstation,Source Code,No,High,Unknown,High
AST-0225,App-0225,Partner File Exchange,Infrastructure Lead,VPN,"25,443,5432,5900",Restricted,No,Server,Internal Data,No,Medium,Unknown,High
AST-0226,App-0226,HR Operations,R&D Lead,Internal,"1433,6379,8080",None,No,Server,Health Data,Yes,Medium,Unknown,High
AST-0227,App-0227,Operations Support,Identity Team Lead,Internal,443,Restricted,Yes,Network Device,Payment Data,Yes,Low,Encrypted,Medium
AST-0228,App-0228,HR Operations,Email Security Lead,DMZ,1521,Restricted,No,Server,Operational Data,No,Medium,Unknown,Low
AST-0229,App-0229,Business Intelligence,Infrastructure Lead,Internal,23,Restricted,Yes,Wireless,Source Code,No,Low,Unknown,Low
AST-0230,App-0230,Field Operations,HR IT Lead,Unknown,"5000,6379,9000",None,Yes,Server,Employee Access Data,No,Medium,Not Encrypted,None
AST-0231,App-0231,Payments,Data Platform Lead,Internal,9090,Restricted,Yes,Network Device,Internal Data,No,High,Not Encrypted,None
AST-0232,App-0232,Partner Management,Email Security Lead,Internet,"80,3389",Allowed,Yes,Wireless,Partner Data,Yes,Medium,Encrypted,Medium
AST-0233,App-0233,Identity Management,Infrastructure Lead,VPN,445,Restricted,Yes,Mobile,Source Code,No,Medium,Unknown,High
AST-0234,App-0234,Partner Management,API Platform Lead,Internet,"1433,8090",Restricted,No,Server,Employee Access Data,Yes,High,Unknown,Medium
AST-0235,App-0235,Corporate Email,Network Security Lead,VPN,"1521,6379",Restricted,Yes,Server,Customer Data,Yes,Low,Not Encrypted,Low
AST-9001,Test Rig,Research,R&D Lead,Internal,22,Restricted,Yes,Server,Internal Data,No,Low,Unknown,None
AST-9002,Mainframe,Core Banking,CTO,DMZ,"443,3270",Allowed,No,Server,Financial Data,Yes,High,Not Encrypted,High
