asset_id,asset_name,product,cve_id,business_criticality,internet_facing,environment,asset_owner,first_detected_date
AST-0223,Host-0223,FortiOS,CVE-2020-5019,Low,Yes,Dev,Identity Team,2026-04-14
AST-0224,Host-0224,Software,CVE-2019-5032,High,No,Prod,Payments Eng,2026-04-06
AST-0225,Host-0225,Software,CVE-2020-5112,Medium,No,Dev,Infrastructure,2026-03-21
AST-0226,Host-0226,ESG,CVE-2023-2868,High,No,Prod,R&D,2026-04-01
AST-0227,Host-0227,nginx,CVE-2022-5003,Low,No,UAT,Identity Team,2026-05-20
AST-0228,Host-0228,Software,CVE-2020-5083,High,Yes,Dev,Email Security,2026-06-13
AST-0229,Host-0229,Software,CVE-2023-5096,High,No,Dev,Infrastructure,2026-04-29
AST-0230,Host-0230,Engine,CVE-2021-5003,High,No,UAT,HR IT,2026-02-02
AST-0230,Host-0230,PHP,CVE-2022-5002,Medium,No,Dev,HR IT,2026-06-09
AST-0231,Host-0231,Software,CVE-2023-5039,Medium,No,Prod,Data Platform,2026-02-11
AST-0232,Host-0232,Jira,CVE-2019-5098,Medium,Yes,Prod,Email Security,2026-02-05
AST-0233,Host-0233,Software,CVE-2022-5054,Medium,No,Prod,Infrastructure,2026-05-04
AST-0233,Host-0233,Software,CVE-2019-5113,High,No,Prod,Infrastructure,2026-04-29
AST-0234,Host-0234,Software,CVE-2021-5079,High,Yes,Prod,API Platform,2026-06-05
AST-0235,Host-0235,Software,CVE-2021-5070,High,No,Prod,Network Security,2026-04-04
AST-0235,Host-0235,Software,CVE-2019-5032,Medium,No,Prod,Network Security,2026-03-14
AST-0001,Host-0001,FortiOS,CVE-2020-5019,Medium,No,Prod,R&D,2026-02-25
AST-9001,Quantum Test Rig,Experimental,CVE-2024-NOTREAL,Medium,No,Dev,R&D,2026-06-15
AST-9002,Tier0 Mainframe,Legacy Core,CVE-2022-26134,Critical,Yes,Prod,Mainframe Team,2026-04-26
